"9780226034041";"http://www.olavodecarvalho.org/semana/090914dc.html";"A África às avessas"
"9780226034041";"https://youtu.be/jEL2NPwWCks";"Muslim Genocide on Black Africans Through Mass-Castration - Tidiane N´Diaye"
"9780226034041";"https://www.youtube.com/watch?v=Ov9GFPmoOPg";"The Untold Story of Arab Slave Trade Of Africans"
"9780870003271";"https://www.discoverthenetworks.org/organizations/world-council-of-churches-wcc/";"World Council of Churches (WCC)"
"9788583432355";"https://permanencia.org.br/drupal/node/717";"(Introdução) Itinerário espiritual da Igreja Católica por Julio Fleichman"
"9781400077229";"https://archive.org/details/isbn_1400042364_0";"The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"http://www.michaelgleghorn.com/documents/theRoadsToModernity.pdf";"(Summary) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"https://www.youtube.com/watch?v=5YfxgmB64CE";"Reflections on Edmund Burke’s “Reflections on the Revolution in France.”"
"9781400077229";"https://www.nytimes.com/2004/10/24/books/review/the-roads-to-modernity-freedom-philosophers.html";"(Book Review) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"https://www.theguardian.com/books/2008/mar/09/politics.society";"(Book Review) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"https://fee.org/articles/the-roads-to-modernity-the-british-french-and-american-enlightenments/";"(Book Review) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"http://www.claremont.org/crb/basicpage/sorting-out-the-enlightenments/";"(Book Review) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"https://americancreation.blogspot.com/2012/08/review-of-roads-to-modernity-by.html";"(Book Review) The Roads To Modernity: The British, French, And American Enlightenments"
"9781400077229";"http://olavodecarvalho.org/psicose-iluminista/";"Psicose iluminista";"E não me venham com aquela idiotice de que o iluminismo não gerou só ditaduras totalitárias, mas também a democracia americana. De um lado, o iluminismo britânico que influenciou a independência americana nada teve da rebelião voltaireana e enciclopedista contra a religião e as tradições (ver Gertrude Himmelfarb, The Roads to Modernity: The British, French and American Enlightenments, New York, Vintage Books, 2004)."
"9781400077229";"http://olavodecarvalho.org/a-liberdade-como-parteira-da-tirania/";"A liberdade como parteira da tirania";"No livro esplêndido que publicou sob o título “Roads to Modernity: The British, French and American Enlightenments” (New York, Vintage Books, 2005), Gertrude Himmelfarb mostrou que o iluminismo inglês, tão influente sobre a Revolução Americana, não foi um movimento simples e unilinear, mas um conflito insanável entre duas correntes de pensamento, uma nascida com John Locke (1632-1704), Bernard Mandeville (1670-1733) e Jeremy Bentham (1748-1832), a outra com Anthony Ashley Cooper, conde de Shaftesbury (1671-1713), Joseph Butler, bispo de Durham (1692-1752), Francis Hutcheson (1694-1746), Thomas Reid (1710-1796), George Berkeley (1685-1753), Adam Smith (1723-1790) e Edmund Burke (1729-1797). O filósofo David Hume (1711-1776) e o historiador Edward Gibbon (1737-1794) ficaram em cima do muro. A primeira das duas correntes teve repercussão mais espetacular no mundo em geral, mas a segunda foi mais determinante na prática política anglo-americana. A primeira, através do materialismo do século XIX, desembocaria em Ayn Rand; a segunda nos pais intelectuais do atual movimento conservador americano, Russel Kirk e Irving Kristol, este casado com a própria Himmelfarb."
"9788580330915";"https://www.fritzwagner.com/ev/eric_voegelin_subject_contents_by_volumes.html";(Summary) History of Political Ideas"
"9788580330915";"https://www.fritzwagner.com/ev/cw/index_cw_19_26_pt1_1.html";(Index) Cumulative Index History Of Political Ideas (Vols 19-26)"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_19_contents.html";"(Index) History of Political Ideas: Vol I, Hellenism, Rome, and Early Christianity"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_20_contents.html";"(Index) History of Political Ideas: Vol II, The Middle Ages To Aquinas" 
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_21_contents.html";"(Index) History of Political Ideas: Vol III, The Later Middle Ages" 
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_22_contents.html";"(Index) History of Political Ideas: Vol IV, Renaissance and Reformation"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_23_contents.html";"(Index) History of Political Ideas: Vol V, Religion and the Rise of Modernity"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_24_contents.html";"(Index) History of Political Ideas: Vol VI, Revolution and the New Science"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_25_contents.html";"(Index) History of Political Ideas: Vol VI, Revolution and the New Science"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_26_contents.html";"(Index) History of Political Ideas: Vol VII, The New Order and Last Orientation"
"9788580330915";"https://www.fritzwagner.com/ev/cw/cw_27_contents.html";"(Index) History of Political Ideas: Vol VIII, Crisis and the Apocalypse of Man"
"9788580330915";"https://youtu.be/4OvGXQyeZyU?list=PLufDHG8BRP7X3gt23vkaAcAsjKULk2Hnx";"Palestra 'A singularidade das ideias políticas'"
"9788580330915";"https://voegelinview.com/voegelin-on-the-christian-imperium-in-the-middle-ages-pt-1/";"Voegelin On The Christian Imperium In The Middle Ages (Part I)"
"9788580330915";"https://voegelinview.com/voegelin-on-the-christian-imperium-in-the-middle-ages-pt-2/";"Voegelin On The Christian Imperium In The Middle Ages (Part II)"
"9788580330915";"https://felipepimenta.com/2015/02/19/resenha-historia-das-ideias-politicas-volumes-ii-e-iii-idade-media-de-eric-voegelin/";"(Book Review) Resenha: História das Ideias Políticas- Volumes II e III- Idade Média, de Eric Voegelin"
"9788580330915";"https://www.seminariodefilosofia.org/produto/introducao-a-filosofia-de-eric-voegelin/";"(Curso) Introdução à filosofia de Eric Voegelin"
"9788580330915";"https://institutoborborema.com/produto/curso-ciencia-politica-e-ideologia-em-eric-voegelin/";"(Curso) Ciência, Política E Ideologia Em Eric Voegelin"
"9788580330915";"https://youtu.be/xHRS-uSZN2g";"Curso sobre a filosofia política em Eric Voegelin (parte 1 de 3)"
"9788580330915";"https://www.youtube.com/watch?v=1C1HX356EfE";"Curso sobre a filosofia política em Eric Voegelin (parte 2 de 3)"
"9788580330915";"https://www.youtube.com/watch?v=oLh9p3mk-cc";"Curso sobre a filosofia política em Eric Voegelin (parte 3 de 3)"
"9788580330915";"https://olavodecarvalhofb.wordpress.com/2016/02/07/identidade-nacional-ideias-politicas-e/";"Identidade nacional, idéias políticas e fascismo";"Olavo, você consegue sintetizar por que o Eric Voegelin concluiu que a “História das Idéias Políticas” estava por demais carregada de visão ideológica e por que ele achou que depois dos três primeiros volumes da “Ordem e História” ele precisava mudar o rumo?##NEWP##Olavo de Carvalho: Ele concluiu que “idéias políticas” não podem, em si mesmas, ser objeto de uma narrativa histórica, como se as doutrinas se gerassem uma à outra no céu das idéias puras, O que havia era a história de experiências reais, das quais as idéias e doutrinas eram apenas um componente entre outros e uma expressão verbal quase sempre deficiente."
"9788580330915";"https://www.seminariodefilosofia.org/heranca-e-confusoes/";"Herança e confusões";"Em páginas memoráveis da sua History of Political Ideas, vol. IV (22 das Collected Works), Eric Voegelin, alias ele próprio um luterano, explica que nem o monge de Wittemberg nem o doutrinário genebrino compreendiam as grandes questões políticas nas quais interferiam ousadamente com sua boa consciência de “eleitos”.##NEWP##O lado católico, representado não só pelo Vaticano como mais diretamente pelo polemista antiluterano Johann Eck (1486-1543), não as compreendia tampouco, donde resultou uma herança de confusões inextricáveis nas quais até hoje nos debatemos."
"9788580330915";"http://old.olavodecarvalho.org/textos/tocqueville.htm";"Tocqueville e o totalitarismo";"A idéia de um controle total do governante sobre os indivíduos só aparece realizada nos antigos impérios "cosmológicos" ~ Egito, Babilônia, China. Já em Platão (República), a vaga recordação de um Estado "perfeito" na qual parecem flutuar resíduos do modelo egípcio é projetada para o futuro, ou para um tempo abstrato: a u~topia é também u~cronia. A idéia reaparece no Renascimento, insuflada pela onda de nostalgia platônica e pitagórica. Vem tingida de três novas nuances: a ciência matematizante da natureza, a autoconfiança prometéica no poder do homem e a influência de seitas gnósticas persuadidas de que o mundo criado é o mal e deve ser substituído por um mundo inventado pelo homem. Eric Voegelin (History of Political Ideas) assinala ainda o impacto que as vitórias de Tamerlão tiveram sobre a mente ocidental, promovendo a imagem do governante todo-poderoso que, pela sua força, engenho e sorte, se coloca acima do bem e do mal (tal a origem do Príncipe de Maquiavel). A influência conjugada das seitas gnósticas e da nova mitologia do rei onipotente está na origem das idéias modernas de absolutismo e de razão-de-estado, sem as quais a possibilidade de um controle oficial sobre as vidas dos indivíduos não é sequer pensável."
"9788580330915";"http://olavodecarvalho.org/karl-marx-segundo-eric-voegelin/";"Karl Marx segundo Eric Voegelin";"Mendo Castro Henriques, professor na Universidade Católica de Lisboa e já conhecido dos visitantes desta homepage, selecionou alguns textos inéditos compostos por Eric Voegelin para o abortado projeto de uma History of Political Ideas e com eles montou um volume, Estudos de Idéias Políticas – de Erasmo a Nietzsche, publicado pelas Edições Ática, de Lisboa, em 1996. Foi portanto em português que esses textos, originalmente datilografados em inglês, se publicaram pela primeira vez no mundo. O volume saiu com uma bela introdução pelo próprio Mendo Castro Henriques e uma nota assinada pela viúva do autor, Lissy Voegelin. – O. de C."
"9788580330915";"http://web.archive.org/web/20060305111241/http://www.olavodecarvalho.org/textos/stotomas.htm";"Sto. Tomás, a vaca voadora e nós";"Esses arranjos e supressões, criando uma facilidade enganosa, acabam por dificultar a compreensão do que existe de mais característico no pensamento de Tomás, que é precisamente a coexistência de uma poderosa inteligência metafísica com a boa-fé quase simplória com que sua alma santa se abria aos dados do real e da ciência do seu tempo, sem nenhuma prevenção dogmática. A história da vaca voadora é provavelmente fictícia, mas reflete bem o espírito de Tomás. O santo estava estudando quando um monge o chamou às pressas para ver uma vaca que passava voando diante da janela. Tomás saltou da cadeira e, reclinado ao parapeito, vasculhou os céus em busca da vaca, enquanto em torno os outros monges explodiam numa gargalhada coletiva. Surpreendido, o santo se explicou: "É que achei mais razoável uma vaca voar do que um monge mentir." O que é certo é que Tomás, alertado para qualquer fenômeno, por mais esquisito e alheio a suas crenças, jamais recusaria examiná-lo com a maior boa fé, mesmo que isto o levasse a conclusões bem diversas das esperadas. Nada poderia contrastar mais enfaticamente com a imagem de um sistema hierárquico fechado, que se consagrou na imaginação do leitor contemporâneo por obra de apologistas ingênuos e adversários astutos. Diz Eric Voegelin: "Esse sistema frouxamente atado, em certos pontos repleto e abundante de excessos de digressão, é o perfeito símbolo de uma mente que não é nem apriorística nem empirista, mas em si mesma um ser histórico vivente, experienciando sua harmonia com a manifestação de Deus no mundo histórico." (6) Não por coincidência, prossegue Voegelin, algumas das idéias mais interessantes de Tomás se encontram espalhadas nas digressões e não no corpo central dos argumentos."
"9788580330915";"http://old.olavodecarvalho.org/semana/gnosticos.htm";"Gnósticos e revolucionários";"Malgrado a alucinante variedade dos movimentos gnósticos e as diferenças entre suas formulações teóricas, há no fundo de todos eles a unidade de uma cosmovisão, ou no mínimo de um sentimento cósmico comum: a vivência do universo como lugar hostil e do homem como criatura jogada no meio de uma máquina absurda e incompreensível. Em última instância, é a rejeição do julgamento que Deus fez da Sua própria criação no último dia do Gênesis, quando Ele olhou o cosmos e “viu que era bom”. Para os gnósticos, a ordem cósmica é essencialmente má e ao homem não resta senão o caminho da fuga ou da revolta. Ao longo dos oito volumes de sua “History of political ideas” e dos cinco da obra inacabada “Order and History” (ambas publicadas pela University of Missouri Press), Voegelin demonstrou que dessa visão inicial emergiram os desenvolvimentos mais variados, desde a total rejeição da vida mediante o ascetismo à outrance dos cátaros, passando pelo sonho dos alquimistas elisabetanos de “corrigir a natureza”, até as utopias políticas modernas da Revolução Francesa e dos movimentos comunista, nazista e fascista, com suas ambições prometéicas de sociedade planejada, Estado onipotente e felicidade coletiva a ser alcançada por meio de um morticínio redentor.##NEWP##O gnosticismo, assim compreendido, não é só uma revolta contra o catolicismo em particular, mas contra toda visão tradicional da ordem social como expressão da ordem divina da alma e do cosmos."
"9788580330915";"http://olavodecarvalho.org/leituras-militares/";"Leituras militares";"Conversando com algumas dezenas de oficiais superiores, homens sem nenhuma cumplicidade consciente com o comunismo, pude constatar que estavam atualizadíssimos com a literatura útil aos comunistas, mas ignoravam por completo a vasta produção de estudos surgidos das pesquisas da última década nos Arquivos de Moscou. Haviam lido Hobsbawm, Chomsky, Jameson e “tutti quanti”. Não os viam como os meros falsários comunistas que são, mas como intelectuais idôneos, porta-vozes qualificados da “cultura ocidental”. Nada sabiam dos livros de Anatoliy Golitsyn (“New Lies for Old” e “The Perestroyka Deception”), de Stanislav Lunev (“Under the Eyes of the Enemy”), de Christopher Andrew (“The Sword and the Shield”), de Ladislav Bittman (“The KGB and Soviet Disinformation”) ou de Joseph D. Douglass (“Red Cocaine: The Drugging of America and the West”) — em suma, ignoravam as obras mais lidas pelos profissionais de informação e contra-informação militar no mundo.##NEWP##Muito menos sabiam de estudos de interesse histórico mais geral publicados na última década sobre o movimento comunista passado e presente, como os de Vladimir Boukovski (“Jugement à Moscou”), Jean-François Revel (“La Grande Parade”), Jean Sévillia (“Le Térrorisme Intellectuel”), Stephen Koch (“Double Lives”), Miguel Farías Jr. (“Cuba in Revolution”), Arthur Herman (“Joseph McCarthy — America’s most Hated Senator”), Carlos Alberto Montaner (“Viaje al Corazón de Cuba”), Roger Kimball (“Tenured Radicals”), Keith Lloyd Billingsley (“Hollywood Party”).##NEWP##E, é claro, ignoravam ainda mais profundamente obras de maior alcance teórico sobre o assunto, como as de James Billington (“Fire in the Minds of Men”) e Eric Voegelin (“The New Science of Politics”, “History of Political Ideas”).##NEWP##Com esses rombos no seu quadro de referências intelectuais, e preenchendo-os com materiais do cardápio esquerdista, como não haveriam esses homens bons e patriotas de acabar servindo, de algum modo, aos propósitos daqueles que mais os odeiam?"
"9780141441047";"https://archive.org/details/in.ernet.dli.2015.123423/page/n2";"(Book) The Shape of Things to Come"
"9780141441047";"http://www.gutenberg.net.au/ebooks03/0301391h.html";"(Book) The Shape of Things to Come"
"9780141441047";"https://ebooks.adelaide.edu.au/w/wells/hg/w45th/";"(Book) The Shape of Things to Come"
"9780141441047";"https://www.youtube.com/playlist?list=PLu5tKfQq0iyZIuueQgJBRzpoIXq9BBRNp";"(Audiobook) The Shape of Things to Come"
"9780141441047";"https://www.youtube.com/watch?v=atwfWEKz00U";"(Movie) The Shape of Things to Come (1936)"
"9780141441047";"https://www.dailymotion.com/video/x2dszoj";"(Movie) The Shape of Things to Come (1978)"
"9780141441047";"https://www.abelard.org/socialism/wells-new-machiavelli-nesbit.php#wells";"H. G. Wells and other fabians - a socialist with a rather better mind"
"9780141441047";"https://www.bl.uk/romantics-and-victorians/articles/h-g-wells-politics";"H. G. Wells’s politics"
"9780141441047";"https://www.conservapedia.com/H._G._Wells";"H. G. Wells";"Wells was a Fabian socialist, eugenicist and anti-Semite. He despised human liberty, sneering, 'Consider the clerks and girls who hurry to their work of a morning across Brooklyn Bridge in New York City, or Hungerford Bridge in London; go and see them, study their faces. They are free, with a freedom Socialism would destroy.'[3] An apologist for Stalinism, he visited the Soviet Union in 1934 and denied the Holodomor.[4] In his advcacy of eugenics, he displayed contempt for human life, writing, 'No doubt Utopia will kill all deformed and monstrous and evilly diseased births.'[5] In a 1932 speech at Oxford University, Wells exhorted his audience, “I am asking for a Liberal Fascisti, for enlightened Nazis.”[6] Elsewhere he wrote, 'A careful study of anti-Semitism, prejudice and accusations might be of great value to many Jews,' he wrote, 'who do not adequately realize the irritation they inflict.'"
"9780141441047";"https://www.eiu.edu/historia/Carswell3.pdf";"Rethinking 'the episode of Mr. Wells:' A Study In The Socialism, Politics, And Personalities Of The Fabians And H. G. Wells by Robyn E. Carswell"
"9780141441047";"https://www.telegraph.co.uk/books/what-to-read/the-scandalous-sex-life-of-hg-wells/";"The scandalous sex life of H. G. Wells";"As  well  as a writer and a thinker, H G  Wells,  born 150 years ago this year, was also a tireless practitioner of 'free love'.##NEWP##'I have done what I pleased," H G  Wells  once wrote, "so that every bit of sexual impulse in me has expressed itself. I am a very immoral person. I have preyed on people who loved me.""
"9780814774687";"http://www.danielpipes.org/742/islamic-homosexualities-culture-history-and-literature";"(Book Review) Islamic Homosexualities: Culture, History, and Literature";"The authors establish several points: (1) Islam treats homosexuality far less harshly than does Judaism or Christianity. (2) Sex between men results in part from the segregation of women and in part from the poetic and folk heritage holding that the penetration of a pretty boy is the ultimate in sexual delight. (3) Sex between men is "frowned upon, but accepted" so long as the participants also marry and have children; and also if they keep quiet about this activity. (4) The key distinction is not hetero- vs. homosexual but active vs. passive; men are expected to seek penetration (with wives, prostitutes, males, animals); the only shame is serving in the female role. (5) Youths usually serve in the female role and can leave behind this shame by graduating to the male role. (6) The great Muslim emphasis on family life renders homosexuality far less threatening to Muslim societies than to Western ones (Muslim men seeking formally to marry each other remains unimaginable)."
"9780814774687";"https://web.archive.org/web/20140714115006/http://www.glreview.org/article/article-1018/";"Was Islam Ever Accepting?"
"9780814774687";"https://www.youtube.com/watch?v=kq1oPCPEGZE";"(Documentary) The Dancing Boys of Afghanistan"
"9788520926239";"https://youtu.be/Dn_2RIo4QJc";"Alberto Silva - A Escravidão na História e na África"
"9788520926239";"https://www.youtube.com/watch?v=Q-vdkYeCUdw";"A Enxada e a Lança - entrevista do Jô Soares com Alberto da Costa e Silva"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV1FCoplestone";"(Book) A History Of Philosophy: Volume 1"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV2FCoplestone";"(Book) A History Of Philosophy: Volume 2"
"9780826469489";"https://archive.org/details/historyofphiloso03copl";"(Book) A History Of Philosophy: Volume 3"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV4FCoplestone";"(Book) A History Of Philosophy: Volume 4"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV5FCoplestone";"(Book) A History Of Philosophy: Volume 5"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV6FCoplestone";"(Book) A History Of Philosophy: Volume 6"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV7FCoplestone";"(Book) A History Of Philosophy: Volume 7"
"9780826469489";"https://archive.org/details/AHistoryOfPhilosophyV8FCoplestone";"(Book) A History Of Philosophy: Volume 8"
"9780826469489";"https://www.independent.co.uk/news/people/obituary-the-rev-professor-frederick-copleston-sj-1392152.html";"(Obituary) The Rev Professor Frederick Copleston SJ"
"9780826469489";"http://olavodecarvalho.org/dicas-de-estudo/";"Dicas de estudo";"Ser quiser usar o método de leitura de Mortimer J. Adler (“Como Ler um Livro”, editora UniverCidade), isso não lhe fará mal algum, mas saiba desde já que nenhum método serve para todos os livros: cada um exigirá uma estratégia diferente, que você mesmo irá descobrindo.##NEWP##Tenha sempre à mão uma ou várias obras de história da filosofia (Frederick Copleston, em inglês, ou Guillermo de Fraile, em espanhol, dão conta do recado) e não tema interromper a leitura principal para vasculhá-las em busca de comparações, voltando àquela em seguida. A mente humana nunca avança em linha reta: precisa de interrupções e rodeios. Não force a atenção quando ela foge para outro assunto: vá atrás do assunto que ela sugere, depois volte ao ponto onde estava. E lembre sempre o conselho de Aristóteles: a inteligência deve ser exercitada com moderação. No começo, não estude mais de duas horas por dia. Quando chegar a cinco, será um grande erudito."
"9780826469489";"http://old.olavodecarvalho.org/textos/quee.htm";"Que é que você quer com a filosofia?";"'Quais leituras que o senhor indicaria para aqueles que queiram saber um pouco mais sobre Filosofia?'##NEWP##A 'História da Filosofia' de Frederick Copleston e 'Dialectics' de Mortimer J. Adler são um bom começo."
"9780679733843";"https://www.youtube.com/watch?v=XKYq1y_c8hQ";"(Áudiolivro) O Homem Revoltado"
"9780679733843";"https://www.oslivros.com.br/o-homem-revoltado-albert-camus/";"(Book Review) O Homem Revoltado"
"9780679733843";"https://www.youtube.com/watch?v=XZFgmG8nxOA";"(Book Review) Comentando livros # 3 - Albert Camus "O homem revoltado""
"9780679733843";"https://www.youtube.com/watch?v=_iW74PnBIGo";"(Documentary) Camus vs. Sartre"
"9780679733843";"http://olavodecarvalho.org/se-voce-ainda-quer-ser-um-estudante-serio/";"Se você ainda quer ser um estudante sério...";"Os filósofos que mais estudei para encontrar as respostas (e ficam aí como sugestões para os interessados) foram Platão, Aristóteles, Sto. Agostinho, Sto, Tomás, S. Boaventura, Duns Scot, Leibniz, Schelling, Husserl, Scheler, Lavelle, Croce, Ortega, Zubiri, Marías, Voegelin, Lonergan, o nosso Mário Ferreira dos Santos e o Albert Camus de L’Homme Révolté . Os grandes historiadores da filosofia, como Gomperz, Ueberweg e Zeller, devem ser lidos com devoção. Outros autores da área de ciências humanas que muito me ajudaram foram Ibn Khaldun, Vico, Ranke, Taine, Huizinga, Weber, Böhm-Bawerk, von Mises, Sorokin, Victor Frankl, Paul Diel, Eugen Rosenstock-Huessy, Franz Rosenzweig, Lipot Szondi, Maurice Pradines, Alois Dempf, Max Dvorak, Rudolf Arnheim, Erwin Panofsky, A. D. Sertillanges, Mortimer J. Adler, Oliveira Martins, Gilberto Freyre e Otto Maria Carpeaux. Apesar de inumeráveis erros de informação, a Life of Napoleon de Walter Scott também foi de muito proveito pela acuidade da sua psicologia histórica. O maior historiador vivo hoje em dia é Modris Eksteins (sabe o que significa “tem de ler”?). Dos poetas e ficcionistas, aqueles que produziram verdadeiras descrições científicas da condição humana, muito úteis nos meus estudos, foram Sófocles, Dante, Shakespeare, Camões, Cervantes, Goethe, Dostoiévski, Alessandro Manzoni, Pío Baroja, T. S. Eliot, W. B. Yeats, Antonio Machado, Thomas Mann, Jacob Wassermann, Robert Musil, Hermann Broch, Heimito von Doderer, Julien Green, Georges Bernanos e François Mauriac. A Bíblia tem de ser relida o tempo todo (não leia o Evangelho em busca de “religião”: leia como narrativa de alguma coisa que realmente aconteceu; atenção especial para Mateus 11:1-6, onde o próprio Jesus ensina o critério para você tirar as dúvidas a respeito d’Ele; penso nisso o tempo todo). O Corão, os Vedas, o Tao-Te-King e o I-Ching, assim como os escritos de Confúcio, Shânkara e Ibn’Arabi, merecem consultas periódicas. Dos conselhos pessoais que recebi de mestres generosos, a quem incomodei por meio de cartas, telefonemas e visitas, falarei outro dia.##NEWP##O importante é você não estudar por estudar, para “adquirir cultura” ou seguir carreira universitária, mas para encontrar respostas a questões determinadas, que tenham importância existencial para você, para sua formação de ser humano e não só de estudioso."
"9780679733843";"http://olavodecarvalho.org/ideal-insano/";"Ideal insano";"A observação direta do fenômeno e a extensa freqüentação dos melhores estudos já empreendidos a respeito – sobretudo os de Albert Camus, Norman Cohn, Eric Voegelin, Marcel de Corte, Joseph Gabel, James Billington, Thomas Molnar, Luciano Pellicani e outros tantos — acabaram por me persuadir de que a unidade desse movimento não pode ser apreendida no plano dos meros discursos ideológicos e muito menos no das propostas políticas concretas, mas requer a sondagem de uma estrutura de percepção do mundo , a qual subjaz, íntegra e permanente, à variedade desnorteante dos pretextos e das estratégias que se sucedem na periferia mais visível da História."
"9780679733843";"http://olavodecarvalho.org/efeitos-do-messianismo/";"Efeitos do messianismo";"Não se trata, é claro, de uma psicose no sentido literal do termo. Alguns dos melhores estudiosos do assunto, como Henri de Lubac, Albert Camus, Norman Cohn e Eric Voegelin, enfatizam o caráter puramente espiritual da enfermidade, que pode se manifestar em almas cujo funcionamento permanece normal fora do horário de expediente acadêmico. Qualquer que seja o diagnóstico, porém, nenhum dos afetados pela doença tem a mínima consciência da sua anomalia, mas todos sentem, por causa dela, um profundo descontentamento com a realidade em que vivem: como esta jamais se comporta da maneira que esperavam, acreditam que o erro é dela e abominam ainda mais o mundo presente e passado, recusando-lhe o direito de existir exceto como prólogo irreal da realidade futura. É um mecanismo de retro-alimentação que agrava formidavelmente a maluquice toda."
"B0008D4J0G";"https://archive.org/details/historyofmagicex00thor";"(Book) A history of magic and experimental science: Volume I"
"B0008D4J0G";"https://archive.org/details/historyofmagicex02thor_0";"(Book) A history of magic and experimental science: Volume II"
"B0008D4J0G";"https://archive.org/details/isbn_0231087985";"(Book) A history of magic and experimental science: Volume V"
"B0008D4J0G";"https://archive.org/details/isbn_0231087993";"(Book) A history of magic and experimental science: Volume VI"
"9780260580252";"https://archive.org/details/lesystmedumond01duhe";"(Book) Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic - Volume 1"
"9780260580252";"https://archive.org/details/lasystmedumondeh02duhe";"(Book) Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic - Volume 2"
"9780260580252";"https://archive.org/details/lesystmedumond03duhe";"(Book) Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic - Volume 3"
"9780260580252";"https://archive.org/details/lesystmedumondeh04duhe";"(Book) Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic - Volume 4"
"9780260580252";"https://archive.org/details/lasystmedumondeh05duhe";"(Book) Le Système du Monde: Histoire des Doctrines Cosmologiques de Platon à Copernic - Volume 5"
"9780260580252";"https://www.youtube.com/watch?v=51VnhozqUNg";"Pierre Duhem Scientist, Historian and Philosopher I"
"9780260580252";"https://www.youtube.com/watch?v=_ROwxYQFAYw";"Pierre Duhem Scientist, Historian and Philosopher II"
"9780260580252";"https://www.youtube.com/watch?v=PvrMfQslyUI";"Pierre Duhem Scientist, Historian and Philosopher III"
"9780260580252";"https://www.youtube.com/watch?v=4NIGY2nJ9nI";"Física e Metafísica em Pierre Duhem"
"9780260580252";"https://www.youtube.com/watch?v=PPkSFir6IKg";"Duhem Centennial presentation by Antonio Giovanni Colombo"
"9788571102729";"https://aulavirtualdefilosofia.blogspot.com/2016/04/pierre-thuillier-de-arquimedes-einstein.html";"Pierre Thuillier - 'De Arquímedes a Einstein. Las caras ocultas de la invención científica'"
"9780977956319";"http://www.libertymind.com/";"(Official Site) The Liberal Mind: The Psychological Causes of Political Madness";"The egalitarianism and welfarism of modern liberal government are incompatible with the facts of human nature and the human condition. But the rise to power of the liberal agenda has resulted from the fact that the people of western societies have irrationally demanded that governments take care of them and manage their lives instead of protecting their property rights. This misconception results in massive violations of those rights while permitting government officials to act out their own and their constituents' psychopathology. The liberal agenda gratifies various types of pathological dependency; augments primitive feelings of envy and inferiority; reinforces paranoid perceptions of victimization; implements manic delusions of grandeur; exploits government authority for power, domination and revenge; and satisfies infantile claims to entitlement, indulgence and compensation."
"9780977956319";"https://www.youtube.com/watch?v=FElRy9fX3xs";"(Interview) The Liberal Mind - Why Liberals Act & Think The Way They Do - Lyle Rossiter - theDove.us"
"9780977956319";"https://townhall.com/columnists/lylehrossiterjrmd/2006/12/04/the-liberal-mind-the-psychological-causes-of-political-madness-n1003592";"The Liberal Mind: The Psychological Causes of Political Madness"
"9780977956319";"https://townhall.com/columnists/lylehrossiterjrmd/2007/02/04/radical-liberal-themes-n1160639";"Radical Liberal Themes"
"9780977956319";"https://townhall.com/columnists/lylehrossiterjrmd/2007/02/11/the-psychodynamics-of-the-radical-liberal-mind-n1031172";"The Psychodynamics of the Radical Liberal Mind"
"9780977956319";"https://www.americanthinker.com/articles/2012/12/the_psychopathology_of_the_liberal_mind.html";"The Psychopathology of the Liberal Mind"
"9780977956319";"https://www.gazetadopovo.com.br/ideias/ser-de-esquerda-e-uma-doenca-este-livro-defende-esta-ideia-62gixzoy8w765tajuhvkpddwg/";"Ser de esquerda é uma doença? Este livro defende esta ideia"
"9781560002871";"https://books.google.co.uk/books?id=G8UMa5uMb_0C&printsec=frontcover#v=onepage&q&f=false";"(Book) Ideologies and the Corruption of Thought"
"9788881553129";"https://archive.org/details/LosMonstruosDeLaRazn.ViajePorLosDeliriosDeUtopistasYRevolucionariosRinoCammiller/page/n1";"(Book) Los monstruos de la razón. Viaje por los delirios de utopistas y revolucionarios - Rino Cammilleri"
"9788881553129";"http://www.rinocammilleri.com/1997/05/i-mostri-della-ragione/";"(Official Site) I Mostri della Ragione"
